last,first,mlbid,ab_id,pitch_id,start_speed,x0,z0,px,pz,pfx_x,pfx_z,stand,inning,height,spinrateND,spindirND,vxf,vzf,xangle,zangle,pitch_type
Humber,Philip,458950,7830384,16661696,87.0777,-2.03415,5.5861,0.272438,1.04803,-8.067,3.792,L,6,75,987.601,253.027,2.36474,-16.0199,-1.17754,7.92733,CH
Reed,Addison,592665,8060943,17460928,86.9677,-3.00017,5.29271,-1.89542,2.86587,-4.34,2.89,L,9,76,472.104,242.152,0.966843,-11.5497,-0.477562,5.68627,CH
Blanton,Joe,430599,8214640,17968319,83.6898,-1.0886,6.39006,-0.601218,1.81061,-6.493,8.506,L,3,75,1353.47,221.952,-1.15914,-14.4386,0.594309,7.36234,CH
Fister,Douglas,450729,7995387,17210706,79.4664,-3.29547,6.31494,-0.83875,2.20806,-11.458,2.671,L,6,80,1859.58,261.62,1.3646,-15.3844,-0.726441,8.13519,CH
Marquis,Jason,150302,8244684,18083189,76.4858,-2.64437,6.10398,-0.223105,0.468412,-4.266,1.734,L,6,73,298.733,267.409,3.51035,-18.7578,-1.95442,10.3341,CH
Rauch,Jon,400010,7130472,14920189,83.6482,-0.218762,6.98038,-1.30291,0.100104,-0.5,13.41,R,9,83,1973.86,183.986,-2.55039,-17.7795,1.29372,8.947,CH
Rodney,Fernando,407845,7835439,16676705,82.6418,-2.65946,6.10466,-0.780023,2.26114,-11.04,1.99,R,8,71,1552.74,265.226,0.31629,-15.057,-0.16328,7.72582,CH
Marcum,Shaun,451788,6768011,13897103,78.7632,-1.35166,6.19297,0.167471,2.59591,-6.35,8.19,R,2,72,1097.68,220.226,1.08,-12.5866,-0.595922,6.91156,CH
Villanueva,Carlos,453646,8172728,17805924,80.1302,-1.3958,6.43922,0.522487,3.59832,-4.32,5.06,L,5,74,589.322,221.746,2.60736,-11.9359,-1.38471,6.31445,CH
Escalona,Edgmer,467850,7571700,16009697,86.5327,-2.98321,5.89101,0.157096,1.82309,-6.87,4.5,L,5,76,1165.25,240.66,4.67632,-14.6979,-2.29371,7.17533,CH
Butler,Keith,572751,8296624,18282376,78.7735,-2.08712,4.99421,-1.0874,2.83176,-10.252,-2.315,L,9,72,1628.18,286.869,-1.24425,-12.9996,0.680055,7.06929,CH
Collmenter,Joshua,518567,8270710,18182682,77.1685,-0.417894,7.3568,0.772077,3.13499,-4.562,8.464,R,14,76,1059.65,210.505,0.958261,-13.7962,-0.532281,7.61834,CH
Weaver,Jered,450308,8320487,18373907,78.0555,-3.44728,6.15895,0.216057,1.43559,-7.793,7.607,R,6,79,1187.42,227.6,4.96236,-15.0751,-2.73843,8.26753,CH
Gibson,Kyle,502043,8297625,18286345,84.7201,-2.52139,6.27463,-0.249238,1.6977,-8.85,1.243,L,6,78,1071.43,272.674,1.95564,-16.935,-1.00459,8.6343,CH
Jordan,Taylor,518863,8306313,18319554,83.3157,-3.29792,5.89695,0.772142,0.631588,-8.41,0.83,L,6,75,885.401,275.102,5.98438,-18.5517,-3.06488,9.4243,CH
Shields,James,448306,8039802,17380449,86.4325,-1.13165,6.57269,0.315617,0.487192,-9.135,8.243,R,3,76,1736.67,233.321,0.0266666,-17.9318,-0.0131455,8.7705,CH
Pettibone,Jonathan,543643,8210430,17952264,84.5345,-2.7042,6.33176,-0.698828,0.728657,-10.233,5.819,L,1,77,1480.27,247.755,0.888631,-17.6149,-0.455175,8.94943,CH
Vogelsong,Ryan,285064,8315766,18355959,81.2626,-1.59206,6.01364,-1.28227,3.94068,-6.771,1.629,R,4,75,751.292,260.955,-1.61253,-11.3935,0.840871,5.92057,CH
Medlen,Kris,450665,8336505,18435468,83.2486,-0.576064,5.72685,-1.24741,2.63508,-5.852,5.028,L,4,70,941.669,234.683,-3.49834,-12.3594,1.76876,6.22631,CH
Jurrjens,Jair,457453,7115782,14882312,84.1872,-1.58946,6.07725,-1.33137,1.08176,-5.8,7.72,L,5,73,1213.55,222.587,-1.43625,-15.6212,0.728949,7.8787,CH
Lincecum,Tim,453311,8342639,18458893,83.2816,-1.49336,5.82941,0.286377,0.598744,0.149,2.776,R,4,71,94.024,139.404,3.89397,-17.7926,-2.03775,9.23417,CH
Robertson,David,502085,7852494,16738256,86.4637,-2.67582,5.75042,0.0773435,2.10838,-5.728,9.222,L,9,71,1424.46,211.234,4.19624,-12.0571,-2.06975,5.92837,CH
Shields,James,448306,7942358,17004156,86.2908,-0.898795,6.05971,-0.523969,0.530085,-9.807,5.391,L,2,76,1725.78,250.286,-2.59421,-17.6659,1.30519,8.81926,CH
Struck,Nicholas,572177,8110235,17650519,79.5302,-2.46457,5.93724,-0.14928,2.3013,-6.406,3.368,L,8,71,699.581,248.459,2.72575,-14.1805,-1.4669,7.58844,CH
Vogelsong,Ryan,285064,7972985,17125159,84.3102,-2.02237,5.72263,-1.24566,1.89403,-6.246,2.582,L,5,75,679.474,256.851,-0.445812,-14.8287,0.226674,7.49663,CH
Greinke,Zack,425844,7759755,16471455,83.97,-1.89396,6.04883,-1.46584,2.62578,-6.65,2.107,L,8,74,776.82,259.94,-1.35988,-14.0971,0.688016,7.09609,CH
Parker,Jarrod,519105,8309379,18331439,81.0642,-0.981242,5.9934,-0.373958,2.39075,-7.647,5.363,L,7,73,1086.98,239.579,-1.26968,-13.4105,0.662882,6.9672,CH
Lincecum,Tim,453311,7896315,16869089,82.4768,-1.2782,5.83239,0.687834,2.31334,0.862,2.966,R,3,71,216.122,143.235,4.53632,-14.0275,-2.35152,7.23687,CH
Mejia,Jenrry,516769,8102634,17621919,89.4585,-1.1502,6.12592,-0.946059,1.67413,-4.892,3.967,L,3,72,653.866,240.561,-1.32471,-15.8252,0.62973,7.48039,CH
Stange,Daniel,458094,6693504,13670779,82.4847,-3.40791,6.16761,-0.645289,1.6763,-11.119,3.353,L,5,75,1775.03,258.834,2.19345,-15.9934,-1.1353,8.22214,CH
Marcum,Shaun,451788,8070313,17496675,78.5052,-0.953309,6.38571,-0.725713,2.25847,-5.495,3.556,L,1,72,623.5,247.895,-1.29549,-15.1498,0.711058,8.25806,CH
Strasburg,Stephen,544931,8256117,18126997,87.2469,-1.27381,5.9638,-0.538191,2.36173,-7.864,0.419,L,7,76,1014.33,275.61,-1.12624,-15.1008,0.556667,7.42231,CH
Fister,Douglas,450729,8296491,18281866,81.9764,-3.50099,6.21563,-0.622983,1.9536,-7.93,0.95,L,3,80,840.77,273.034,3.4966,-16.3007,-1.83285,8.48487,CH
Gonzalez,Miguel,456068,8218144,17981802,81.4465,-1.12523,6.0367,-1.41942,2.22812,-3.952,-2.44,L,4,73,560.027,311.182,-1.95123,-16.4659,1.02285,8.56799,CH
Cobb,Alexander,502171,7579938,16029545,85.0935,-1.72456,5.86426,-0.345777,2.38824,-1.088,0.337,R,4,73,79.6923,314.4,2.69266,-14.8306,-1.35201,7.40645,CH
Fister,Douglas,450729,8025262,17324986,83.5388,-3.39532,6.40162,-0.439017,1.16172,-9.62,5.51,R,4,80,1391.84,246.702,3.14819,-16.8951,-1.63232,8.69501,CH
Lincecum,Tim,453311,8039725,17380144,83.6579,-0.92008,6.17441,-0.987007,0.92676,-3.523,3.235,R,2,71,359.385,244.721,-1.35578,-17.7087,0.693562,8.98513,CH
Bailey,Homer,456701,8066473,17481990,86.9933,-2.68668,6.1162,-1.1402,1.15187,-3.29,4.93,R,5,75,538.104,217.756,2.36161,-16.6056,-1.13741,7.94736,CH
Nova,Ivan,467100,8061574,17463291,84.1644,-2.29034,6.69226,-1.51184,2.36555,-8.655,4.593,L,6,76,1242.58,249.7,-1.25825,-15.2318,0.647377,7.7888,CH
Rodney,Fernando,407845,7660648,16226490,83.8044,-2.44764,6.03745,-1.5803,3.51144,-11.45,1.4,R,8,71,1910.25,267.041,-2.02608,-12.3846,1.04011,6.33255,CH
Fernandez,Jose,605228,8254276,18119902,84.4694,-2.19727,5.52657,-1.02502,2.51451,-9.102,2.845,L,5,74,1233.42,257.739,-0.561385,-12.9355,0.285095,6.54068,CH
Ceda,Jose,469167,7808435,16599704,86.8839,-2.43326,6.28521,0.41384,1.47238,-7.2,7.07,L,10,76,1212.02,228.426,3.9027,-15.4775,-1.91619,7.55803,CH
Moseley,Dustin,400291,6699428,13692725,83.2019,-1.41739,6.04257,-0.527498,2.17497,-7.355,5.345,L,5,76,1085.32,239.217,-0.578622,-13.9632,0.29607,7.10805,CH
Koehler,Tom,543408,8349835,18486694,85.6039,-1.96807,6.01348,-0.417254,2.76209,-9.272,7.241,L,1,75,1733.35,235.387,0.230582,-11.941,-0.117527,6.06354,CH
Strasburg,Stephen,544931,8174209,17811656,86.4393,-1.63899,6.1944,-0.938973,3.22562,-5.747,2.071,R,6,76,649.423,257.123,-0.462548,-13.0693,0.226801,6.38178,CH
Shields,James,448306,8179704,17832901,86.2243,-1.00663,6.05316,-0.783013,3.41754,-9.273,9.223,L,8,76,2480.22,227.977,-2.75039,-9.83217,1.38127,4.92657,CH
Gee,Dillon,518716,8210778,17953543,82.8485,-1.66829,5.60483,-2.0373,2.6051,-8.778,-0.657,L,3,73,1320.87,280.916,-3.74495,-14.1343,1.96406,7.37471,CH
Nolasco,Ricky,445060,7970831,17116734,81.8716,-2.57457,6.07665,-0.617018,1.77397,-6.264,2.072,L,1,74,582.862,263.387,2.08437,-16.0107,-1.09891,8.38181,CH
Medlen,Kris,450665,8020304,17305977,83.1791,-0.886351,5.77962,0.0457707,1.24126,-9.26,7.33,L,6,70,1828.26,236.422,-1.13533,-14.7471,0.583251,7.53254,CH
Street,Huston,434718,8343066,18460599,83.7348,-1.91476,5.97616,-0.333951,1.50539,-6.952,7.443,L,9,72,1187.36,226.462,1.07267,-14.5572,-0.543796,7.3397,CH
Hughes,Phil,461833,8234799,18045741,84.9196,-2.90601,5.63302,0.799268,0.908208,-8.401,3.34,R,6,77,863.324,257.188,5.25788,-16.54,-2.70212,8.44483,CH
Vazquez,Javier,134320,7026796,14639311,72.7301,-1.62735,5.73227,0.979124,1.43105,-3.52,9.36,R,6,74,1049.84,198.954,3.91417,-13.8184,-2.29233,8.04382,CH
Stewart,Zachary,543819,7997720,17219463,83.833,-1.85906,6.34939,-0.641994,2.1842,-6.16,6.216,L,5,74,970.493,230.127,0.553166,-14.3216,-0.284895,7.33572,CH
Collmenter,Joshua,518567,7853337,16741514,78.0392,-0.653871,7.10083,-0.722066,1.82632,-3.74,7.286,L,7,76,782.106,213.175,-1.34087,-16.2959,0.73206,8.82684,CH
Johnson,Josh,435178,8246061,18088391,91.6493,-2.62357,6.13124,-0.607506,2.52787,-5.61,4.87,L,8,79,765.305,233.067,2.72112,-13.5026,-1.27125,6.28387,CH
Fister,Douglas,450729,7774244,16509285,83.5509,-3.13908,6.5009,-0.806545,1.68723,-9,0.04,L,4,80,1173.22,276.862,2.01385,-17.8806,-1.00993,8.89578,CH
Rodriguez,Francisco,408061,8043788,17395631,82.571,-1.59978,6.18094,-1.37156,3.76631,-5.05,0.405,L,8,72,538.179,274.291,-1.21277,-12.5136,0.631779,6.49114,CH
Ondrusek,Logan,446185,8178240,17827203,82.849,-0.849425,6.57301,-1.63161,1.42702,-5.43,-2.41,L,8,80,744.65,304.124,-3.54975,-19.3859,1.82719,9.88288,CH
Penny,Brad,207267,7055329,14716456,90.3331,-2.89331,6.07395,1.30909,1.35721,-5.848,6.978,L,2,76,865.405,219.656,7.68472,-15.3432,-3.70684,7.37046,CH
Feldman,Scott,444857,8078234,17527000,84.7936,-2.36266,5.86941,-0.0343971,0.922275,-9.838,3.539,R,5,78,1423.98,258.529,1.73982,-16.9644,-0.889671,8.61015,CH
GriFAin,A.J.,456167,8261753,18148500,79.7843,-2.60803,6.30274,-0.601735,3.01549,-5.53,7.159,L,6,77,914.848,218.732,2.37934,-12.2009,-1.27214,6.49646,CH
Herndon,David,458589,7406723,15602074,84.3895,-2.90372,5.89562,0.376417,1.76159,-6.996,3.269,L,8,77,782.984,251.041,4.81905,-15.2638,-2.43292,7.6646,CH
Mattheus,Ryan,458919,7925501,16939582,84.9262,-1.65731,6.09645,-0.583905,1.17633,-4.38,-3.18,R,7,75,669.386,321.457,0.85911,-19.2031,-0.443693,9.82044,CH
Lohse,Kyle,346798,8110607,17651966,81.9964,-0.979388,6.43705,0.405683,2.63183,-7.695,5.653,R,5,74,1034,239.562,0.391828,-13.7643,-0.20845,7.28307,CH
Volstad,Christopher,458690,7820825,16633492,85.9937,-1.96357,6.78345,-1.10221,3.30281,-7.283,4.283,L,5,80,965.206,245.997,-0.623114,-13.4604,0.31275,6.72497,CH
Shields,James,448306,8229212,18024351,86.6166,-1.33727,5.96576,-1.06211,1.18123,-9.407,2.607,L,4,76,1516.91,260.404,-2.77323,-17.0262,1.33733,8.15646,CH
Ziegler,Brad,446899,8298438,18289569,78.7573,-3.00096,3.66136,-0.822728,1.51281,-4.144,-6.803,L,9,76,1068.79,334.264,3.15137,-14.4164,-1.70471,7.75307,CH
Cain,Matt,430912,8213060,17962292,86.3713,-2.37679,6.02516,-1.19146,2.58184,-4.341,1.508,L,2,75,534.19,261.285,1.1422,-14.3487,-0.559058,6.98838,CH
Arroyo,Bronson,276520,6699191,13691832,76.9828,-2.49498,6.438,0.821098,3.08936,-2.53,-10.27,R,6,76,583.119,264.549,4.46197,-14.2033,-2.49116,7.88466,CH
Herrera,Kelvin,516969,8090657,17575380,87.5037,-2.76379,5.46631,0.291777,1.25305,-10.34,0.742,R,7,70,1479.02,273.444,3.27294,-16.3816,-1.60794,7.99777,CH
Gibson,Kyle,502043,8303346,18308124,82.9261,-2.67785,6.46927,0.604563,1.11268,-5.746,-0.05,L,2,78,537.128,286.127,5.17729,-19.0506,-2.64515,9.64792,CH
Swarzak,Anthony,461872,8196561,17898828,83.0019,-1.18967,6.34262,0.538627,1.72023,-5.413,7.877,R,7,76,1046.91,217.05,1.90975,-14.7432,-0.981358,7.53309,CH
Jimenez,Ubaldo,434622,7921561,16924476,80.6052,-1.81035,6.54566,-0.838136,5.08134,-6.085,7.642,L,6,76,1160.53,219.015,0.0418461,-8.19869,-0.0223756,4.37541,CH
Jones,Nathan,518858,7914345,16905223,84.2328,-2.57564,6.11351,-0.160646,2.43779,-6.13,7.779,L,8,77,1284.5,219.102,3.20461,-12.6895,-1.62168,6.39645,CH
Rodney,Fernando,407845,8273173,18192303,84.952,-1.22896,6.16116,-0.484112,-0.00699471,-7.118,6.238,L,9,71,992.73,238.887,-0.813571,-18.7343,0.414777,9.46431,CH
Tazawa,Junichi,547749,7941401,17000539,85.9,-2.62002,5.75016,-0.739563,1.90177,-7.47,-0.063,L,7,71,770.789,280.88,1.592,-15.8062,-0.800112,7.89409,CH
Jurrjens,Jair,457453,7938521,16989467,82.3764,-1.99571,6.08963,1.52031,1.75252,-6.613,9.442,R,2,73,1338.61,214.421,5.31562,-13.6154,-2.78345,7.09861,CH
Lohse,Kyle,346798,8110580,17651861,82.0853,-1.40817,6.10356,-0.420923,1.87265,-7.367,4.216,L,2,74,876.072,248.992,-0.347789,-15.1448,0.184229,7.97062,CH
Volquez,Edinson,450172,7925293,16938698,86.4921,-1.24167,5.35167,-1.3379,2.13451,-7.26,2.46,L,7,72,899.527,257.746,-2.81053,-13.4944,1.37923,6.59422,CH
Lynn,Lance,458681,8029808,17342261,85.1147,-3.54896,5.3568,-0.815431,1.93195,-6.131,-2.289,L,1,77,759.709,301.342,3.94566,-15.6345,-1.97947,7.79817,CH
Cain,Matt,430912,8091479,17578570,86.8788,-2.28813,6.01651,-1.05067,1.35686,-6.021,0.065,L,5,75,616.338,282.698,0.666089,-17.6318,-0.327614,8.60694,CH
Aceves,Alfredo,469686,8177359,17823793,85.1594,-2.03515,6.1011,-0.194206,1.97985,-6.093,4.167,R,5,75,646.486,242.172,1.97226,-14.9296,-0.990283,7.45463,CH
Grimm,Justin,518748,8192529,17883304,84.6449,-1.60995,6.26954,-0.472773,1.67264,-1.239,4.72,L,2,75,337.875,195.161,2.09088,-15.7892,-1.0539,7.90875,CH
Kennedy,Ian,453178,6778459,13927174,80.2521,-2.03403,5.70869,-1.34499,3.15089,-4.39,2.34,L,2,72,407.697,249.567,-0.00039203,-12.2419,0.000208797,6.49217,CH
Nolasco,Ricky,445060,8355900,18509820,81.2995,-1.44371,5.91952,0.76335,0.330248,-6.851,0.801,L,3,74,698.352,277.6,2.40662,-19.1644,-1.26668,9.9861,CH
Bailey,Homer,456701,7972592,17123627,89.6623,-2.86334,6.06597,-0.408784,2.61602,-7.015,7.431,L,6,75,1417.38,224.456,3.1812,-12.1892,-1.50523,5.74942,CH
Hellickson,Jeremy,476451,8264342,18158421,81.3289,-2.39713,5.96717,0.251144,1.92304,-2.342,7.428,L,6,73,676.551,194.024,4.84616,-13.6728,-2.55501,7.17564,CH
Kendrick,Kyle,452718,8208953,17946640,82.8172,-1.3636,6.75229,-0.511064,3.51892,-4.977,0.95,R,1,75,502.008,269.326,0.153676,-14.0872,-0.0788511,7.19014,CH
Fister,Douglas,450729,8260827,18145013,81.22,-3.74585,5.92812,-0.236577,1.69574,-9.578,-0.355,L,2,80,1113.34,280.51,4.25625,-16.663,-2.24104,8.71032,CH
Rosenberg,B.J.,543725,8092533,17582543,88.4546,-2.81136,6.10125,0.406021,0.13696,-8.684,3.64,L,9,74,1020.03,256.248,4.28092,-19.4036,-2.07053,9.30622,CH
Greinke,Zack,425844,7490196,15808661,86.0789,-1.85438,5.85577,-0.639985,0.950064,-8.98,2,L,5,74,1213.74,266.749,-0.432498,-17.4612,0.21581,8.64666,CH
Clippard,Tyler,461325,8260431,18143522,81.2365,-1.10193,6.69635,-0.929603,2.21734,-6.855,8.885,R,8,75,1427.83,223.335,-1.88958,-14.1345,1.01475,7.54738,CH
Bailey,Homer,456701,8239053,18061925,86.0247,-2.86224,6.19227,-0.215371,1.32052,-7.55,6.43,L,1,75,1168.95,233.471,3.29036,-15.8236,-1.6276,7.78114,CH
Worley,Vance,474699,7473624,15770006,81.9535,-2.48592,7.195,-0.969173,1.50337,-7.84,7.78,L,1,74,1404.28,230.483,0.612772,-17.0713,-0.319005,8.81703,CH
Cueto,Johnny,456501,7622932,16134420,83.6156,-2.43965,5.86453,-0.792033,1.96027,-7.16,2.23,L,3,70,791.747,260.784,1.14706,-15.1127,-0.58575,7.67145,CH
Wade,Cory,460677,7857511,16757425,82.7581,-3.36452,6.15449,-2.88735,1.90971,-8.229,7.849,L,8,74,1524.12,230.737,-1.76871,-13.9327,0.910071,7.13247,CH
Medlen,Kris,450665,8010232,17267161,80.9156,-0.863328,5.73985,-0.594837,2.09378,-8.106,5.828,L,7,70,1501.95,239.14,-2.13551,-13.3554,1.1213,6.97873,CH
Hughes,Phil,461833,7970497,17115468,84.6476,-2.6218,6.03737,-0.0507228,0.727665,-7.515,6.874,R,4,77,1126.87,231.775,3.0811,-16.616,-1.55067,8.30594,CH
Ogando,Alexi,468396,7006575,14585079,86.0407,-2.06357,6.2685,-0.50674,1.40931,-3.495,6.078,L,5,76,611.114,213.823,2.26314,-15.92,-1.13524,7.93568,CH
Mitre,Sergio,429901,7041012,14677285,82.6671,-1.40864,5.89405,-0.751364,1.60881,-9.36,2.6,L,6,75,1266.71,262.732,-1.73634,-15.8059,0.907644,8.20641,CH
Rodney,Fernando,407845,7940664,16997743,81.9315,-1.18437,5.97082,0.487507,2.8663,-7.197,7.565,R,9,71,1200.89,225.968,1.16568,-11.6473,-0.621776,6.18876,CH
Benoit,Joaquin,276542,8083351,17546902,85.9162,-2.73316,6.35264,0.0197604,2.10699,-9.281,2.926,R,8,75,1144.42,260.712,2.90101,-15.6436,-1.47432,7.90151,CH
Kendrick,Kyle,452718,8294807,18275243,82.735,-1.13844,6.67784,-0.0800019,1.39706,-10.69,6.463,R,2,75,1845.54,245.704,-1.32102,-16.6466,0.690735,8.63853,CH
Marquis,Jason,150302,7561015,15980762,81.6883,-2.8332,5.87964,-0.58563,0.473368,-5.88,2.84,L,4,73,562.127,253.872,2.84494,-18.1307,-1.46546,9.25989,CH
Vogelsong,Ryan,285064,8310556,18335933,81.6205,-1.50163,6.04748,0.267726,1.0471,-6.79,4.64,R,3,75,790.698,242.591,1.50471,-16.6412,-0.782563,8.59026,CH
Billingsley,Chad,451532,7751909,16452353,85.1982,-2.63042,5.46496,-0.903273,3.3694,-7.5,1.54,R,1,73,912.616,262.922,1.22668,-11.3398,-0.618423,5.69822,CH
Volquez,Edinson,450172,7952845,17044094,83.9757,-1.32607,5.11416,0.321728,1.40421,-4.982,0.091,R,6,72,450.867,281.675,1.90646,-15.4273,-0.965887,7.76886,CH
Gonzalez,Miguel,456068,8295926,18279706,84.8177,-1.07495,6.00264,0.268745,0.840217,-5.812,-0.738,L,3,73,628.269,292.23,0.958723,-18.9475,-0.483255,9.46389,CH
Lewis,Colby,407890,7860172,16767477,85.3679,-2.70902,6.58834,-0.618799,3.1319,-7.157,7.875,L,5,76,1335.3,223.984,2.15755,-12.1614,-1.08951,6.11856,CH
Williams,Jerome,425532,7986097,17175165,84.8458,-2.61601,5.59384,0.153054,0.994091,-9.583,1.608,L,2,75,1140.53,270.151,2.7982,-16.8619,-1.43553,8.58738,CH
Chapman,Jaye,488776,8094357,17589642,82.9378,-0.431906,6.21546,-0.28013,0.207982,-7.838,6.79,L,10,72,1199.94,237.537,-2.33476,-18.1175,1.20628,9.28,CH
Medlen,Kris,450665,8221241,17993753,80.9098,-0.541714,5.80573,-0.648753,1.11198,-9.525,7.506,L,5,70,1670.57,237.194,-3.40187,-15.0223,1.78916,7.85377,CH
Lincecum,Tim,453311,8326038,18395400,84.1392,-1.43573,6.17593,-1.24568,1.07466,-4.126,1.575,L,1,71,404.331,263.941,-1.02447,-18.0098,0.51022,8.89747,CH
Hefner,Jeremy,458550,8196607,17899009,84.1134,-2.48837,6.24212,-0.0198985,1.56185,-7.25,9.65,R,5,76,1556.6,218.658,2.91765,-14.2738,-1.50289,7.31417,CH
StauFAer,Tim,431162,7190895,15079038,80.3929,-1.12692,6.31321,1.24504,2.18732,-4.07,3.19,R,7,73,338.39,240.858,3.63744,-15.259,-1.94809,8.12055,CH
Lewis,Colby,407890,7829730,16659313,85.5954,-2.62737,6.62668,-0.171877,2.33818,-2.132,8.18,L,3,76,923.542,191.852,4.76284,-13.8902,-2.3623,6.86028,CH
Strasburg,Stephen,544931,8275703,18202172,90.5844,-1.17199,6.15042,-0.0597472,3.12132,-6.458,4.845,R,5,76,975.083,237.59,0.237648,-12.1543,-0.112656,5.74239,CH
Marquis,Jason,150302,6760854,13876640,80.5185,-2.19427,6.20256,-1.83288,2.57892,-3.77,3.37,R,8,73,378.898,239.317,-0.480307,-14.1461,0.257165,7.53044,CH
Talbot,Mitch,452676,6986381,14527911,79.2286,-2.81923,5.92972,-0.405384,2.01316,-9.02,-0.68,R,2,74,1100.11,282.306,2.07109,-16.083,-1.11678,8.60804,CH
Lowe,Derek,117955,8067923,17487567,84.1168,-2.29959,5.89492,-0.820175,1.93411,-6.315,1.403,L,10,78,654.814,266.523,1.07573,-15.5291,-0.541612,7.77088,CH
Lohse,Kyle,346798,8242860,18076325,79.3033,-0.939763,6.51599,0.674532,0.834199,-6.068,6.899,R,4,74,958.603,226.378,1.37455,-17.2805,-0.733838,9.14757,CH
Bootcheck,Chris,408052,8243390,18078363,88.9449,-3.05321,6.21601,-0.742089,2.10355,-0.72,10.72,R,8,77,1284.8,179.09,5.06023,-12.592,-2.49,6.17605,CH
Garcia,Freddy,150119,8020858,17308186,79.6769,-2.22945,6.83418,-1.14495,2.49957,-7.195,4.253,L,1,76,884.791,246.734,-0.0925266,-15.3444,0.0496221,8.1733,CH
Shields,James,448306,8229197,18024293,85.9369,-1.5021,6.23102,-1.32541,2.43187,-5.867,6.107,L,2,76,1070.2,228.127,-1.70046,-13.5084,0.829114,6.55813,CH
Lincecum,Tim,453311,8203740,17926525,82.4686,-0.74188,6.25309,0.281215,0.717642,-0.684,-1.735,R,5,71,275.899,352.28,1.98458,-19.9946,-1.02022,10.1716,CH
Kendrick,Kyle,452718,6945301,14411928,82.5105,-1.83665,6.47036,-1.1678,1.79055,-12.68,0.42,L,3,75,2234.75,274.665,-2.83705,-17.3892,1.47736,8.98291,CH
Manship,JeFA,453249,8313959,18348916,87.644,-0.41967,6.22508,0.28653,2.38031,-6.886,5.503,R,3,74,1030.24,237.655,-0.847821,-13.8423,0.41761,6.78647,CH
Hellickson,Jeremy,476451,7054834,14714686,82.7049,-1.6272,5.80451,-0.896165,2.38088,-7.46,6.24,L,1,73,1114.59,235.478,-0.928154,-12.7384,0.489644,6.68971,CH
Shields,James,448306,8349941,18487112,86.7724,-1.09052,5.84287,1.05902,-0.496601,-9.499,6.963,R,5,76,1500.48,242.017,1.4955,-18.9386,-0.752746,9.44656,CH
Nova,Ivan,467100,7124163,14904930,84.3276,-2.28857,6.78303,0.218327,1.50433,-0.72,-0.15,R,3,76,134.569,357.887,5.29382,-18.9845,-2.66984,9.49354,CH
Street,Huston,434718,8208197,17943769,80.9232,-1.68517,5.75625,-0.2177,1.26194,-5.93,7.56,L,9,72,963.789,222.264,1.13571,-14.5967,-0.608335,7.77094,CH
Davies,Kyle,434678,6858025,14158918,84.3966,-2.9576,5.78818,-0.717897,1.42954,-10.77,8.27,L,4,73,2265.99,236.312,1.22004,-14.048,-0.630513,7.22176,CH
Billingsley,Chad,451532,7969210,17110397,84.7236,-2.56068,6.01663,-1.06174,3.99108,-8.076,4.281,L,3,73,1158.81,244.467,0.51518,-10.2439,-0.260353,5.16289,CH
Bass,Anthony,542914,7927141,16946018,83.6176,-0.675671,5.97904,0.58794,1.57543,-4.596,8.564,L,2,74,1051.31,210.171,1.18789,-14.0255,-0.604262,7.09827,CH
Burton,Jared,454537,7944162,17011090,85.9158,-1.42003,6.08965,-0.638995,0.850977,-8.003,-0.88,L,7,77,1037.12,287.645,-1.06028,-19.2159,0.530354,9.52342,CH
Hernandez,Felix,433587,8008256,17259756,89.7278,-2.25741,5.89304,-1.03283,3.03384,-6.018,-3.511,L,3,75,885.893,307.823,0.660408,-14.8385,-0.316089,7.06614,CH
Lincecum,Tim,453311,8072248,17504019,83.216,-1.26198,6.23891,-0.787572,1.60082,-1.149,6.002,L,2,71,457.253,192.612,0.638789,-15.4228,-0.331427,7.95055,CH
McCarthy,Brandon,435221,8181709,17840569,85.8196,-1.47486,7.02692,-1.01971,3.63687,-6.107,7.742,L,4,79,1180.92,221.775,-1.12757,-12.0355,0.562801,5.98558,CH
Morton,Charlie,450203,7934889,16975610,82.7332,-2.35577,6.05927,-2.99196,2.81976,-4.748,-1.713,R,4,77,610.263,298.108,-2.99694,-15.0095,1.54399,7.68811,CH
Mota,Guillermo,150407,6755652,13860782,85.1777,-3.163,5.82276,-0.899376,1.79671,-8.324,1.411,R,6,77,1067.95,268.191,2.13378,-15.6815,-1.0694,7.81138,CH
Davis,Wade,451584,7978761,17147314,86.4306,-1.88506,6.48896,-1.00404,-0.544956,-4.962,7.334,R,7,77,800.2,222.83,0.233807,-20.3703,-0.11678,10.0694,CH
Dempster,Ryan,133225,6976421,14499366,82.5943,-1.94626,6.06633,-0.170872,1.03044,-1.76,2.883,R,6,74,161.084,220.505,3.24876,-17.3384,-1.67169,8.85308,CH
Jackson,Edwin,429719,7191813,15082553,88.8936,-2.09734,5.97025,-1.07835,3.12857,-8.32,8.5,L,3,75,1891.23,226.785,-0.648921,-10.4411,0.316512,5.07938,CH
Weaver,Jered,450308,8106081,17635158,83.9968,-2.95138,6.44504,-2.50677,3.48882,-3.82,5.782,L,1,79,641.17,217.445,-0.335935,-11.818,0.172227,6.03643,CH
Pavano,Carl,134321,7005921,14582565,81.5557,-3.00464,6.52074,-0.20633,1.60902,-6.82,2.49,L,5,77,656.405,260.011,3.68756,-17.1685,-1.93108,8.92132,CH
