last,first,mlbid,ab_id,pitch_id,start_speed,x0,z0,px,pz,pfx_x,pfx_z,stand,inning,height,spinrateND,spindirND,vxf,vzf,xangle,zangle,pitch_type
Hanson,Tommy,462102,6993294,14548923,80.9624,-1.3297,6.319,1.30348,1.44362,1.88,-4.27,R,4,78,685.105,24.6764,6.22601,-19.3423,-3.2619,10.0406,SL
Johnson,Josh,435178,7990613,17192535,82.1383,-2.11795,6.2422,1.12168,0.440629,2.769,-3.831,L,1,79,791.454,33.4926,7.81301,-21.16,-4.14632,11.1079,SL
Romo,Sergio,489265,8281057,18222646,77.218,-2.07693,5.10203,0.844245,1.51023,11.385,1.435,R,8,71,1965.83,91.2127,9.45163,-14.7534,-5.28204,8.21169,SL
Marquis,Jason,150302,7277707,15290350,79.6579,-2.46695,6.2407,-0.779712,2.47977,-2.69,5.29,R,2,73,446.966,208.007,2.63147,-13.8201,-1.4238,7.43707,SL
De Fratus,Justin,518603,8263571,18155551,84.2336,-2.79437,5.57235,-0.363912,1.58766,1.617,-3.597,R,8,76,584.623,25.798,5.92448,-17.3127,-2.99891,8.70393,SL
Lyles,Jordan,543475,7651370,16201623,88.0166,-1.24202,5.72822,0.73398,2.67167,1.062,2.108,R,6,76,189.792,128.838,4.95426,-13.2431,-2.38914,6.36375,SL
League,Brandon,434181,7842335,16700563,85.9912,-2.33464,5.80447,0.792687,1.17191,-4.424,1.927,R,9,74,316.814,263.184,5.44773,-16.8639,-2.73616,8.41542,SL
Tolleson,Shawn,474521,8046364,17405384,86.3395,-3.12612,5.91143,0.518537,2.35031,1.946,0.631,R,8,74,305.904,79.6499,8.85759,-14.9222,-4.44347,7.45846,SL
Slowey,Kevin,458713,8230958,18030960,80.688,-1.75808,6.24765,0.854111,2.00113,5.987,0.904,L,4,75,749.819,86.1933,7.46423,-16.2651,-3.98589,8.63361,SL
Kuroda,Hiroki,493133,7078778,14781821,83.6909,-1.39063,6.18756,0.722892,2.11152,0.83,4.62,R,5,73,338.187,153.791,4.87268,-14.6775,-2.53125,7.58497,SL
Galarraga,Armando,451482,8036427,17367650,80.7485,-2.22158,6.03153,0.0535271,-0.515295,-2.664,0.983,L,4,76,185.799,302.364,3.8968,-21.0588,-2.09458,11.1803,SL
Jackson,Edwin,429719,7304083,15357358,82.3787,-2.38759,6.47385,-0.31034,1.92811,0.4,1.13,L,3,75,88.7055,73.4391,4.59848,-16.8579,-2.40261,8.7445,SL
Lohse,Kyle,346798,8286851,18244809,84.2901,-1.2137,6.29409,1.40899,1.09702,1.812,3.682,R,1,74,326.605,136.21,6.47106,-17.4854,-3.21898,8.64106,SL
Pugh,Bruce,543670,7884074,16838476,84.7594,-2.64545,5.82912,0.688237,1.4664,0.161,0.322,L,4,75,116.114,50.3713,7.46144,-16.8041,-3.74539,8.38673,SL
Moscoso,Guillermo,446861,7191466,15081198,78.742,-1.52168,5.71142,-0.8921,0.971694,0.92,-5.27,R,1,73,730.9,9.42263,1.59929,-19.2692,-0.865601,10.3171,SL
Sanchez,Anibal,434671,6952410,14432769,87.2031,-0.618312,6.26961,0.66284,0.493292,2.45,-0.13,R,4,72,330.716,56.3437,3.78994,-20.2458,-1.8687,9.88679,SL
Volstad,Christopher,458690,7445041,15695849,83.7075,-1.19093,6.52452,1.66212,1.53817,3.9,-3.05,R,4,80,778.291,45.9683,7.54775,-19.2694,-3.89421,9.85876,SL
Correia,Kevin,429781,8264631,18159546,90.4966,-1.13882,6.08534,0.807132,2.14418,4.819,4.459,R,5,75,750.681,121.678,6.4039,-14.4549,-3.0203,6.79173,SL
Cueto,Johnny,456501,8102418,17621115,86.075,-2.55154,5.55114,-0.0592219,3.3029,2.109,1.815,L,7,70,275.896,114.869,6.40506,-11.528,-3.13639,5.63241,SL
Wang,Chien-Ming,425426,7561077,15980995,84.8138,-2.30984,6.02317,0.986444,2.30451,-0.21,2.13,R,3,75,103.834,136.759,7.20485,-14.7452,-3.66838,7.47517,SL
Rogers,Esmil,469134,7836623,16681267,83.586,-1.01195,6.26774,0.954379,0.984391,5.34,-1.42,L,5,73,765.503,63.6093,6.13267,-19.3822,-3.136,9.82377,SL
Nolasco,Ricky,445060,8239348,18063027,82.8089,-1.48134,5.97556,-1.86323,2.9961,3.41,0.13,R,2,74,311.562,75.9492,0.330147,-13.822,-0.171496,7.14267,SL
Karstens,JeFA,444371,8004675,17246237,80.3062,-3.43158,6.36107,0.690844,0.240423,1.906,0.074,R,4,75,319.489,60.6581,9.25217,-20.4542,-4.94781,10.8346,SL
Belisario,Ronald,430613,8093284,17585594,89.6346,-3.14633,6.40221,1.18589,1.5481,0.976,0.025,L,9,75,267.046,56.7838,10.4482,-18.1888,-5.0335,8.71733,SL
Woods,Coty,573254,8132681,17710485,80.8376,-2.27322,4.63171,2.56213,1.19051,7.349,1.052,L,7,74,1166.9,89.8209,12.5905,-14.5227,-6.70299,7.72007,SL
Bass,Anthony,542914,8079114,17530425,85.6385,-1.26238,6.21346,0.641067,1.92702,5.51,2.16,R,7,74,674.505,99.95,6.23701,-16.0136,-3.08319,7.87385,SL
Darvish,Yu,506433,8208259,17944027,84.4969,-2.66987,5.17657,1.23955,0.111431,7.972,-5.231,R,7,77,2056.15,53.2193,11.295,-20.2136,-5.80551,10.3125,SL
Kuroda,Hiroki,493133,7651376,16201641,82.4829,-1.88151,5.64209,-0.827703,2.16872,-1.054,0.791,L,7,73,64.9789,295.799,1.91187,-14.6668,-0.999781,7.62521,SL
Qualls,Chad,430589,8340577,18451123,87.5199,-2.35523,6.68479,0.993735,1.03307,2.023,0.351,L,8,77,353.686,61.2632,8.27139,-19.745,-4.15441,9.8368,SL
Pestano,Vinnie,502260,7407111,15603559,82.6332,-3.20339,4.58086,1.28963,2.10731,7.75,-2.16,L,9,72,1461.41,72.2422,12.3162,-13.5071,-6.37081,6.98102,SL
Burton,Jared,454537,8080979,17537737,86.8908,-1.17257,5.94038,1.69368,2.38345,5.633,3.053,R,8,77,827.529,106.852,8.50813,-14.0593,-4.19906,6.91738,SL
Gregerson,Luke,502381,6662617,13601921,82.3186,-2.33885,5.74687,1.56032,1.30486,-3.538,2.406,L,4,75,166.198,256.031,7.06911,-16.1915,-3.82238,8.70053,SL
Alvarez,Henderson,506693,8005115,17247884,89.6154,-2.39688,6.08802,-0.063939,1.57128,-1.24,0.694,L,1,72,73.2733,318.849,5.01008,-17.1776,-2.39447,8.15891,SL
Westbrook,Jake,150414,8000127,17228635,89.6722,-1.43052,5.81204,0.197903,1.83524,0.746,4.469,L,9,75,404.559,162.424,4.13466,-14.5272,-1.93515,6.77008,SL
O'Sullivan,Sean,457711,6933647,14378249,77.1269,-2.97962,5.54344,-0.210502,2.67809,4.76,2.74,L,4,74,598.027,105.647,7.00035,-12.9125,-3.97693,7.30756,SL
Marquis,Jason,150302,6893551,14263700,85.6482,-2.46877,6.02728,0.61527,1.15757,-3.03,0.73,L,6,73,209.475,289.665,5.83107,-17.8086,-2.92387,8.86608,SL
Dempster,Ryan,133225,7947869,17025137,81.4836,-2.00317,6.33915,0.133487,4.07445,6.473,0.135,R,5,74,839.002,86.7371,6.78761,-12.288,-3.49934,6.3172,SL
Lohse,Kyle,346798,8286868,18244881,83.3831,-1.16268,6.29617,-0.390233,2.21359,2.319,2.606,L,3,74,266.851,121.54,2.4956,-15.3737,-1.26605,7.7529,SL
Santana,Ervin,429722,8158881,17765895,85.8165,-1.82021,6.09677,1.02977,2.01022,2.347,1.412,R,1,74,315.568,93.3248,7.21582,-15.8251,-3.60283,7.86209,SL
Nolasco,Ricky,445060,8081387,17539361,82.2343,-1.50287,6.39182,0.66036,0.861313,0.89,-2.44,L,3,74,425.294,20.4243,4.93731,-20.163,-2.58752,10.4565,SL
Martin,Ethan,543495,8314891,18352523,86.7208,-2.66124,5.97907,-0.0220305,2.00698,3.012,3.255,R,1,74,440.942,116.795,7.02422,-14.9278,-3.49671,7.399,SL
Henderson,Jim,449104,8317568,18362839,85.9246,-1.8338,6.13171,-0.571501,2.14026,4.184,1.84,R,9,77,487.603,100.639,4.34807,-15.4703,-2.13522,7.55646,SL
Burke,Greg,457566,8222116,17997242,79.2164,-2.04408,3.9092,0.19021,3.50573,0.93,-0.914,R,8,76,140.614,55.1906,4.94665,-8.86074,-2.65145,4.74196,SL
Bass,Anthony,542914,8198130,17904880,87.6081,-0.400098,6.37648,1.28426,0.934097,0.36,2.017,R,5,74,80.3374,111.309,3.97959,-18.7407,-1.9529,9.1223,SL
Rogers,Esmil,469134,7955931,17059403,90.5802,-2.69771,6.14316,0.0402475,0.73305,-0.216,0.964,L,7,73,63.1047,45.0711,6.41443,-19.2406,-3.01746,8.98514,SL
Maurer,Brandon,543506,8207992,17942921,85.6231,-2.00781,5.64935,-0.547061,1.94768,0.845,1.725,L,4,77,119.856,112.893,3.56061,-14.851,-1.78912,7.42289,SL
Samardzija,JeFA,502188,7087066,14804816,85.0805,-1.7233,6.33652,-0.810277,3.86704,0.12,0.6,L,8,77,32.9058,71.0067,2.07921,-12.4961,-1.04324,6.24575,SL
Lowe,Mark,450275,8002096,17236047,83.9546,-1.36993,5.96399,-1.22437,1.97199,2.051,-0.428,L,8,75,258.938,50.0724,1.01977,-16.2156,-0.525247,8.29392,SL
Kuroda,Hiroki,493133,7958267,17068277,85.3072,-1.48484,5.88281,1.6829,-0.0686318,-0.647,2.381,L,3,73,61.1833,163.294,6.84435,-19.6405,-3.42071,9.733,SL
Kuroda,Hiroki,493133,7833417,16671301,85.143,-1.41966,5.95999,0.559651,3.51904,3.449,3.771,R,2,73,504.878,125.482,5.57996,-11.3463,-2.83671,5.75348,SL
Sanchez,Anibal,434671,8086802,17560363,86.4141,-0.360907,6.06916,0.419125,-0.139036,0.389,5.64,L,1,72,375.006,170.567,1.89758,-19.1258,-0.942251,9.41228,SL
Accardo,Jeremy,435618,6981098,14513207,87.8109,-2.75473,6.1984,-0.565073,0.445226,5.35,5.63,L,7,73,895.466,123.019,6.94494,-18.1689,-3.38967,8.80814,SL
Hernandez,Felix,433587,7820919,16633822,87.3478,-2.00063,6.16197,-0.364357,1.77662,1.5,-2.95,R,5,75,493.523,25.0778,4.28845,-18.1115,-2.09143,8.76761,SL
Zambrano,Carlos,407296,6893344,14262947,79.141,-2.26922,5.8009,0.832601,1.89163,7.65,2.06,R,1,77,1067.91,96.3582,8.91423,-15.1758,-4.8031,8.1409,SL
Baker,Scott,435044,7561496,15982550,82.3637,-2.13018,6.37669,0.489068,2.69495,0.68,1.86,L,1,76,135.89,112.929,5.84595,-14.7574,-3.06403,7.69557,SL
Kontos,George,502004,8168035,17787693,83.6698,-0.998129,6.14929,0.214775,2.66498,5.751,-3.287,R,7,75,896.811,54.1094,4.60077,-16.0772,-2.37885,8.25988,SL
Villanueva,Carlos,453646,8312682,18344054,84.6143,-1.40053,6.55602,0.9382,2.19744,0.29,2.11,R,12,74,104.857,127.406,5.26701,-16.1623,-2.67381,8.15527,SL
Holland,Greg,518813,8044964,17400139,87.3685,-1.09183,6.14487,-0.202609,2.4285,1.96,0.912,R,10,71,210.48,88.9513,2.75444,-15.1962,-1.33293,7.31503,SL
Ceda,Jose,469167,7473056,15767841,88.3704,-2.55084,6.35691,-0.661371,2.33225,2.6,2.83,R,9,76,359.747,116.578,5.30417,-15.221,-2.576,7.35643,SL
Perez,Chris,453198,7922643,16928533,83.2289,-2.63118,4.93129,-0.751922,2.2644,5.526,-2.955,R,9,76,785.591,59.0133,6.03937,-14.1872,-3.04979,7.134,SL
Cishek,Steven,518553,8273646,18194044,85.7111,-2.89044,3.84666,2.85283,0.0289069,0.701,1.137,R,10,78,208.853,90.0816,13.0614,-15.3139,-6.53175,7.64584,SL
Gallardo,Yovani,451596,7660019,16224126,87.5871,-0.484573,6.59477,-0.708342,1.36631,4.61,2.73,L,4,74,519.043,106.077,1.15179,-18.0139,-0.558918,8.67484,SL
Hughes,Phil,461833,8092546,17582605,81.8492,-3.40289,5.70002,0.413893,1.55487,1.398,-1.414,R,2,77,299.084,43.6022,8.68545,-16.8568,-4.48284,8.65178,SL
Mendoza,Luis,434669,8152243,17751844,82.8214,-2.3947,6.72253,-0.0423357,1.80256,0.399,-0.269,R,4,75,200.993,31.3662,5.20319,-18.1408,-2.71867,9.4004,SL
Jackson,Edwin,429719,8093041,17584678,86.4686,-1.62219,6.20643,-0.0895383,1.42423,-0.463,2.483,R,8,75,64.6226,175.053,3.2768,-17.0137,-1.64995,8.50613,SL
Peavy,Jake,408241,8021117,17309176,85.6183,-2.01719,5.86258,1.53655,1.61353,0.55,0.57,R,6,73,139.146,70.9796,8.19567,-16.4941,-4.0431,8.0961,SL
Norris,Bud,502032,6876126,14212400,83.0184,-0.831285,5.8146,2.03843,1.42005,3.67,-0.37,R,4,72,472.305,69.9466,7.48223,-17.0594,-3.85191,8.72744,SL
LeCure,Sam,459967,7597496,16072631,80.3283,-2.61231,6.01393,2.10155,0.461887,5.07,3.93,R,5,73,782.083,109.539,11.5339,-18.0011,-6.15238,9.54974,SL
Hanson,Tommy,462102,8236143,18050817,79.9833,-1.63335,6.56941,-0.712253,1.64043,4.787,-0.504,L,4,78,552.279,67.6009,3.48166,-18.1394,-1.87852,9.69692,SL
Hammel,Jason,434628,7819928,16630083,85.3732,-2.05039,6.44179,1.06332,1.2077,3.15,-0.64,R,5,78,539.238,64.4222,8.12124,-19.1383,-4.00105,9.35996,SL
Kontos,George,502004,8332768,18421202,85.3984,-1.51207,6.39085,1.2067,1.43609,3.367,-0.765,L,6,75,455.732,62.9326,7.27512,-18.5335,-3.62068,9.15727,SL
Litsch,Jesse,446209,7788341,16546406,83.2239,-1.72173,5.92409,-0.993928,2.26868,7.08,-3.79,R,6,73,1194.14,56.3008,4.00097,-16.623,-2.05802,8.49149,SL
Bonderman,Jeremy,425827,8302803,18306025,86.9871,-2.59994,5.62062,1.20687,1.42493,2.491,2.747,R,11,74,392.283,108.128,9.4527,-15.6113,-4.73397,7.78775,SL
Jurrjens,Jair,457453,8018373,17298489,77.783,-2.30065,6.00543,-0.948959,2.79972,2.527,4.735,L,7,73,450.925,141.502,3.55024,-12.9066,-1.9615,7.0971,SL
Albers,Matt,458006,7970381,17115018,89.604,-1.91628,5.83175,0.910517,1.61338,2.199,3.518,R,7,72,381.048,127.152,7.4337,-15.4419,-3.54617,7.33547,SL
Hochevar,Luke,460024,7677124,16266301,85.895,-2.83511,5.97391,-0.529184,3.352,2.991,-0.303,L,5,77,399.987,73.0555,6.22416,-13.143,-3.11127,6.54761,SL
Martinez,Cristhian,450852,8028499,17337238,82.6921,-1.37448,5.61332,1.64415,1.0064,1.258,3.353,L,8,73,250.055,129.702,6.9217,-16.2438,-3.61323,8.42943,SL
Bergesen,Brad,448269,6796599,13980941,82.897,-2.06922,5.8535,0.272053,1.01825,0.581,0.191,R,2,74,115.811,51.1389,5.32807,-17.8523,-2.69345,8.95766,SL
Smith,Joe,501925,8216118,17973947,81.7676,-3.50403,3.52402,-2.35273,1.31963,7.043,1.193,L,8,74,926.586,94.329,4.83945,-11.8102,-2.52108,6.13287,SL
Dempster,Ryan,133225,7947869,17025138,84.9629,-1.83,6.14163,0.0333618,1.75908,6.586,-0.652,R,5,74,917.653,76.5312,6.49943,-17.2134,-3.21888,8.47173,SL
Garza,Matt,490063,8338229,18441949,85.4754,-1.48629,6.64576,0.237282,2.09982,1.285,2.788,R,3,76,193.028,123.592,4.27749,-16.3569,-2.16904,8.24095,SL
Holland,Greg,518813,7614404,16114104,88.5059,-0.631829,5.95531,-0.00835832,1.75215,5.164,2.182,R,8,71,590.638,99.7947,3.3184,-15.8723,-1.60537,7.63514,SL
Beck,Chad,444447,8033498,17356531,86.1145,-1.71305,6.37166,0.674458,2.7269,3.689,0.046,R,2,76,447.563,77.4506,6.69974,-15.3221,-3.31141,7.53773,SL
Stinson,Josh,502139,8306718,18321127,87.8611,-2.38293,6.2012,0.193941,2.95264,5.86,4.6,R,7,76,967.058,118.818,8.03651,-12.7911,-3.9102,6.20884,SL
Rogers,Mark,449161,8054877,17437756,82.916,-2.37128,6.82084,0.806003,1.72133,2.615,1.832,R,2,75,408.341,101.488,7.8512,-17.8604,-3.97369,8.97986,SL
Romo,Sergio,489265,7976233,17137561,78.5746,-1.88441,4.99556,0.581339,2.47973,10.346,0.272,R,8,71,1744.86,86.6165,8.30493,-12.9192,-4.61006,7.14959,SL
Benedict,Matt,607305,8354672,18505479,84.3201,-2.3756,6.389,0.453815,3.62628,-1.359,5.295,R,5,77,486.571,188.081,5.80341,-11.5149,-2.9066,5.7527,SL
Acosta,Manny,407924,7931712,16963471,82.2872,-0.351709,6.29933,0.874132,0.881837,0.788,1.584,R,7,76,109.11,68.321,2.86774,-18.5432,-1.53086,9.80429,SL
McAllister,Zach,502083,8325901,18394861,84.7836,-2.08426,5.89369,0.575132,1.73638,3.172,3.03,L,2,78,444.347,118.847,7.07226,-15.4069,-3.49871,7.58675,SL
Atchison,Scott,425786,8300921,18299098,88.0805,-1.16093,6.5142,0.990324,1.84973,0.308,4.436,R,8,74,321.319,163.019,5.0677,-16.1101,-2.46075,7.77933,SL
Nathan,Joe,150274,8047244,17408745,89.6107,-2.50407,6.5833,-0.418563,2.85861,2.16,4.039,L,9,76,409.545,135.991,5.67487,-14.0942,-2.71723,6.7226,SL
Belisle,Matt,279571,7851473,16734340,88.4052,-2.53846,6.30043,-0.854188,1.12679,6.06,3.185,L,8,76,805.858,104.688,6.10049,-17.7533,-2.94467,8.51377,SL
Kickham,Michael,592464,8254561,18121014,83.64,2.27447,5.78177,-0.561842,1.91334,-0.678,2.259,R,3,76,158.676,233.731,-6.43537,-15.0245,3.29281,7.65036,SL
Morton,Charlie,450203,6841606,14112377,86.5297,-2.19012,6.19964,0.644209,1.33024,-3.284,0.656,L,4,77,285.045,281.72,5.27622,-17.9011,-2.57347,8.67034,SL
Morrow,Brandon,453344,8099635,17610160,88.3627,-2.29068,6.39743,0.855055,3.49909,0.174,4.57,R,1,75,373.892,161.944,7.30098,-11.9992,-3.56467,5.84578,SL
Lyles,Jordan,543475,8270622,18182304,86.8983,-1.86949,6.01134,0.429306,2.66563,0.56,0.13,R,4,76,126.403,56.4386,5.44903,-14.6236,-2.66086,7.10936,SL
GriFAin,A.J.,456167,8300536,18297671,85.1741,-2.75194,6.21814,0.61321,3.00516,0.691,3.507,R,4,77,278.636,147.209,7.74,-13.1368,-3.88126,6.56866,SL
Wooten,Robert,543942,8326422,18396851,85.2131,-2.10378,5.88702,-0.284982,1.82132,0.218,3.468,R,8,73,224.223,163.474,4.14747,-15.0514,-2.06575,7.45755,SL
Cook,Ryan,475857,7968993,17109572,82.499,-2.27472,5.83694,-1.02277,2.6285,3.04,-2.839,L,8,75,482.825,42.8199,3.76867,-15.3311,-1.92066,7.76831,SL
Pineiro,Joel,334492,7835388,16676500,84.7063,-1.27561,6.25497,0.905321,1.70714,3.1,4.39,R,2,73,485.516,131.733,5.95122,-15.7974,-2.96534,7.82939,SL
StauFAer,Tim,431162,7447413,15704820,87.4275,-1.73018,6.52205,-0.870658,1.63781,-0.65,2.04,L,2,73,56.1213,216.767,1.72937,-17.4503,-0.850414,8.51844,SL
Lackey,John,407793,7331054,15422681,85.3748,-2.44925,6.57082,0.887733,2.39628,3.114,3.197,R,5,78,463.223,111.594,8.45652,-15.3867,-4.31631,7.81953,SL
Alburquerque,Al,456379,6817655,14043372,87.3737,-0.480738,6.04146,1.65926,1.57303,1.447,-1.75,L,8,72,352.279,34.284,5.42855,-17.8764,-2.64058,8.6357,SL
Volstad,Christopher,458690,7959062,17071384,84.2062,-2.50456,6.56197,0.0787394,2.17582,4.663,-0.858,L,2,80,598.116,69.7802,7.34754,-17.2607,-3.68787,8.61007,SL
Hanson,Tommy,462102,8027220,17332289,80.0668,-1.58039,6.82779,1.45405,1.11195,6.54,-1.32,R,5,78,1018.01,65.507,8.37025,-20,-4.59936,10.8807,SL
Hernandez,Felix,433587,7295573,15335977,87.7105,-2.3028,6.04319,1.05023,2.30796,3.055,0.105,R,8,75,402.6,76.7309,8.8051,-15.53,-4.27633,7.51305,SL
Volstad,Christopher,458690,7850506,16730576,85.7547,-2.25641,6.76206,-0.212494,2.32448,3.64,0.57,R,6,80,432.552,79.7687,5.86004,-16.9057,-2.93061,8.40121,SL
Straily,Daniel,573185,8206966,17938975,82.126,-2.43341,6.30517,-0.11801,1.47918,-1.431,4.869,R,6,74,304.587,192.131,4.48155,-16.1974,-2.3457,8.42147,SL
Garza,Matt,490063,6676955,13630324,87.9426,-1.73499,6.27401,1.36374,0.228879,-0.269,3.393,R,2,76,157.134,157.672,7.01014,-19.6424,-3.4215,9.51016,SL
Tazawa,Junichi,547749,8171640,17801707,81.163,-2.34351,6.06015,0.536143,2.01823,3.406,-9.593,R,7,71,1952.19,21.5138,7.20321,-19.3015,-3.83952,10.1947,SL
Cain,Matt,430912,8229525,18025522,84.8096,-2.51509,5.49228,-0.604451,3.32203,0.726,0.401,R,5,75,109.628,79.2791,4.49796,-11.9062,-2.26379,5.97367,SL
Grilli,Jason,276351,7971483,17119286,83.8125,-3.34589,6.5915,0.214021,1.23096,7.857,-0.09,L,8,77,1279.24,78.9395,10.4526,-19.0843,-5.37215,9.74225,SL
Darvish,Yu,506433,8330975,18414351,80.6635,-2.48849,5.56663,0.375648,2.21897,9.159,-2.699,R,2,77,1781.4,69.8368,9.07748,-15.5633,-4.80607,8.20288,SL
Lohse,Kyle,346798,8248791,18098929,85.0819,-0.884845,6.31139,0.957831,2.03045,5.893,4.09,R,6,74,825.739,114.263,6.17586,-15.3127,-3.08992,7.62342,SL
Guerrier,Matt,407825,6696155,13680662,86.3078,-1.40711,6.34957,0.0400875,2.96141,1.499,2.923,L,8,75,262.144,138.061,3.82732,-13.7167,-1.87133,6.67862,SL
McDonald,James,457428,7970543,17115643,79.86,-1.71514,6.83824,0.696035,3.62811,2.084,-0.41,R,1,77,266.065,65.0477,5.7483,-14.52,-3.04985,7.66503,SL
Hernandez,Felix,433587,8210931,17954100,85.2283,-2.14612,6.14478,-0.441004,0.90416,2.488,-3.723,R,4,75,624.616,29.7489,4.68073,-20.1961,-2.34207,10.008,SL
Kennedy,Ian,453178,8015019,17285560,86.463,-2.09269,5.64398,0.292624,2.22082,-2.722,3.132,R,3,72,284.164,223.947,4.43009,-13.7275,-2.19141,6.76227,SL
Volstad,Christopher,458690,7934663,16974756,82.2833,-2.74039,6.71724,-0.53769,2.56617,2.38,0.895,L,2,80,261.903,81.6549,5.52208,-16.0861,-2.89452,8.3788,SL
Linebrink,Scott,276530,7005185,14579750,82.4038,-2.46383,6.41003,-0.0917065,1.45957,1.88,-2.39,R,12,75,498.735,33.313,5.71944,-18.9055,-2.99814,9.82199,SL
Russell,Adam,452240,7041411,14678803,86.9905,-2.72176,5.94575,0.949856,1.49279,-0.01,-0.65,R,7,80,235.825,29.6381,8.24448,-17.3756,-4.15522,8.70508,SL
Billingsley,Chad,451532,8054059,17434630,75.412,-2.03419,5.79401,-0.722404,2.06723,7.309,-9.01,R,8,73,2404.2,37.0295,4.81132,-18.2533,-2.7659,10.3862,SL
Weiland,Kyle,475095,7424074,15643525,82.461,-2.76761,5.84164,-2.08681,3.26054,7.41,0.53,L,5,76,942.047,87.5031,3.9522,-12.8359,-2.06971,6.69428,SL
Lindblom,Josh,458676,7694840,16310100,86.9576,-2.66289,6.37302,0.788411,2.68071,4.314,2.569,R,6,77,783.433,108.598,9.47372,-14.5382,-4.57424,6.99946,SL
Gregerson,Luke,502381,7977045,17140719,84.4825,-2.28794,5.99741,-0.143642,1.69158,1.327,-2.307,R,7,75,423.16,28.4825,5.1914,-17.5728,-2.63741,8.86256,SL
Hammel,Jason,434628,7989881,17189754,87.2724,-2.48853,6.64508,0.373139,1.23416,4.662,2.843,R,6,78,640.466,102.206,8.17694,-18.3547,-4.02468,8.97491,SL
Correia,Kevin,429781,7277722,15290403,90.8538,-1.25468,6.23553,0.685285,1.82074,3.5,4.71,R,3,75,634.068,132.016,5.95742,-15.4987,-2.76858,7.17059,SL
Dolis,Rafael,503569,8099227,17608641,82.1441,-2.62691,6.59046,0.288356,1.93044,4.475,-2.221,R,4,76,848.714,57.0098,7.82141,-18.2526,-4.02237,9.3193,SL
Jurrjens,Jair,457453,7490805,15810996,78.8316,-1.6142,6.09027,-0.345253,2.54405,3.71,3.55,L,3,73,488.797,121.059,3.81653,-13.9473,-2.07397,7.53872,SL
Bergesen,Brad,448269,8060752,17460188,84.8504,-1.86187,5.56048,-0.78159,2.51617,-0.59,0.94,R,7,74,29.3317,245.491,2.20504,-13.6554,-1.09969,6.77919,SL
Mazzaro,Vin,476570,8267308,18169754,87.0212,-2.13793,5.95129,0.322975,1.93905,-0.089,1.307,R,8,74,54.2186,104.232,5.57608,-15.7192,-2.7349,7.66952,SL
Ogando,Alexi,468396,7937732,16986472,82.1211,-1.95127,6.26717,0.606424,1.79796,3.41,2.5,R,8,76,393.85,108.101,6.67648,-16.2335,-3.44389,8.32465,SL
Marquis,Jason,150302,6987300,14531325,84.7849,-2.86395,6.01926,-0.110197,1.75317,-2.69,3.67,R,3,73,310.274,217.758,5.19749,-15.4219,-2.59044,7.64584,SL
Garland,Jon,279782,8201198,17916685,84.0413,-2.18387,6.6073,1.0412,2.87942,4.337,5.006,R,1,78,930.545,127.033,8.59958,-13.7678,-4.35785,6.95595,SL
Frasor,Jason,430630,7313813,15380861,84.0742,-2.42471,5.77545,-0.677307,1.87345,3.259,-1.529,R,8,70,484.581,54.1843,4.95827,-16.4033,-2.53337,8.32741,SL
Carrasco,Carlos,471911,6697289,13684850,85.1936,-1.96898,5.70919,1.9625,0.445348,-2.522,7.149,R,7,75,518.846,191.781,7.78156,-16.4226,-3.99981,8.39453,SL
Lyles,Jordan,543475,7988636,17184919,87.521,-2.58863,6.11777,0.625349,4.0768,0.749,3.883,R,5,76,375.409,151.389,7.59771,-10.306,-3.73905,5.06582,SL
Latos,Mat,502009,7322800,15402884,86.1756,-1.18111,6.87605,1.35462,1.70173,2.63,0.43,R,2,78,352.35,70.8173,6.62022,-18.616,-3.30873,9.2337,SL
Alburquerque,Al,456379,8177643,17824911,86.0234,-0.308055,6.01532,0.712905,0.897265,-0.52,3.7,L,9,72,178.541,185.77,2.1103,-17.3402,-1.05324,8.59042,SL
Gomez,Jeanmar,491646,7973162,17125854,89.9948,-2.34928,6.23472,1.40618,1.22132,-1.026,4.553,R,6,75,318.831,180.779,8.47925,-16.9422,-3.99769,7.94927,SL
Cordero,Francisco,150188,6875660,14210648,87.0893,-0.861987,6.2898,0.445615,1.77828,3.396,4.986,R,9,75,565.756,135.506,4.21806,-15.5447,-2.05013,7.51514,SL
Colon,Bartolo,112526,7055760,14718170,86.1236,-1.56807,5.95708,-1.00896,2.25671,0.37,0.94,R,3,71,53.3294,59.1521,1.38329,-15.1237,-0.696603,7.57202,SL
CoFAey,Todd,434298,7473038,15767761,84.9906,-2.92036,5.7652,-0.149896,1.84698,0.97,2.98,R,8,76,226.554,129.962,6.44752,-14.8939,-3.29515,7.57583,SL
Verlander,Justin,434378,7857639,16757907,88.0735,-2.46222,6.6718,1.03162,1.46814,3.682,2.448,R,5,77,477.857,106.267,9.46671,-18.1015,-4.50526,8.56793,SL
Perry,Ryan,543634,7190824,15078756,88.5788,-2.2126,6.35163,-0.281426,3.2252,0.67,-0.64,R,7,76,181.2,37.9824,4.72307,-14.4056,-2.27775,6.91713,SL
Matsuzaka,Daisuke,493137,8006088,17251564,82.6519,-2.90178,5.44985,0.246015,2.27138,7.679,-2.79,R,3,72,1260.55,66.5602,9.40485,-15.241,-4.86564,7.85444,SL
